StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,UserLanguage,Consent,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,urban,tested_positive,know_tested_positive,no_bots,Q106_1,Q106_2,Q106_3,Q106_4,Q106_5,Q110,BAS__1,BAS__2,BAS__3,Q108_4,Q108_5,Q108_6,Q108_7,BAS__1,BAS__2,BAS__3,God_1,Q100,exclude,rid,Create New Field or Choose From Dropdown...
Start Date,End Date,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,User Language,"Research Information and Participant Consent  

   

 

Welcome
to the study. Thanks for taking the time to complete this survey!   



Your participation: Your
participation involves completing some personality questionnaires and answering
some questions about current events. The entire study will take less than 20
minutes to complete.    



The plan for this study has been reviewed
by a Research Ethics Board at the University of Alberta (Pro00100206). If you have questions
about your rights or how research should be conducted, you can call (780)
492-2615.  This office is independent of the researchers. 
 

Purpose: You are invited to participate in a study conducted by
researchers from the Department of Psychology at the University of Alberta that
examines personality and perceptions of current events.  

 

Your participation: Your
participation involves completing some personality questionnaires and answering
some questions about current events. The entire study will take less than 20 minutes
to complete. You will be compensated by Lucid for your time.      


 

Your rights: Your decision to participate in this study is entirely voluntary and
you may decide at any time to withdraw from the study. It is your right to
terminate participation at any time you wish. You may also decline to answer any
of the individual questions. Any responses made by individual participants on
the questionnaires will remain confidential. Questionnaires will be identified
only by a researcher-assigned code number. Only researchers associated with the
project will have access to the questionnaires. The results of this study may
be presented at scholarly conferences, published in professional journals, or
presented in class lectures. Only grouped (aggregate) data will be presented.
The data will be securely stored on a flash drive in a locked drawer in the
researcher’s laboratory for at least five years. Hard copies of the data will
be destroyed after the five-year time period has elapsed and the data will be
shredded. You may not withdraw your data after the study has been completed as,
Lucid ID information will be removed and we will have no way to identify your
response. You will however be given an opportunity to withdraw your data at the
end of the study without penalty.     


 

Benefits and risks: There are no direct benefits to the participants for this study,
however, this research can potentially contribute to the advancement of our
understanding of psychological processes. There are no foreseeable
psychological or social risks associated with participation in this study.
Should you experience any distress, you will always have the option to leave
the study or to not answer any questions you are not comfortable with.
Moreover, if any risks should arise, the researcher will inform the participants
immediately.       

 

Contact information: If you have any questions or comments about this study, please
contact the principal investigator, Dr. Kyle Nash (knash@ualberta.ca). 

Primary
Investigator                                                                  
 
  
  Dr. Kyle Nash
  Department of
  Psychology
  University of Alberta
  Edmonton, AB  T6G 2E9
  (780) 492-5280
  knash@ualberta.ca
  
  
   
  
 
 New
Zealand Contact








 
  
  Dr. Andrew Vonasch 
  Department of
  Psychology
  University of Canterbury
  
  Christchurch, New Zealand
  andrew.vonasch@canterbury.ac.nz
  
  
   
  
 

Consent: Please mark the appropriate box below, showing that you are at least 18 years old and have read and understood the nature and purpose of the study. By checking the box, you indicate your willingness to participate in this study.",physical_contact_ - Staying at home as much as practically possible,"physical_contact_ - Visiting friends, family, or colleagues outside my home",physical_contact_ - Keeping the number of grocery store visits at an absolute minimum,physical_contact_ - Keeping physical distance from all other people outside my home,physical_contact_ - Avoiding handshaking with people outside my home,physical_hygiene_ - Washing my hands longer than usual,physical_hygiene_ - Washing my hands (with soap) more thoroughly than usual,physical_hygiene_ - Washing my hands immediately after returning home,"physical_hygiene_ - Disinfecting frequently used objects, such as mobile phones and keys",physical_hygiene_ - Sneezing and coughing into my upper sleeve,policy_support_ - In favour of closing all schools and universities,policy_support_ - In favour of closing all bars and restaurants,policy_support_ - In favour of closing all parks,policy_support_ - In favour of forbidding all public gatherings where many people are gathered at one place (sports and culture),policy_support_ - In favour of forbidding all non-necessary travel,"Read carefully 

 
Please imagine that you were provided with the total amount of $200.



It would be entirely up to you how much money you would keep for yourself, and how much you would give to charity organizations who are working full-time to protect people from the Coronavirus (COVID-19).

 

Your identity would remain 100% anonymous, regardless of your choice.

No one else would know how much you decided to keep and how much you decided to give.

 
If this was a real choice:

 
How much (0-100%) would you give to charity?

 

Please indicate below how much you would keep to yourself, how much you would give to a national charity in Aotearoa New Zealand, providing medical support to people in your own country, and how much you would give to an international charity, providing medical support to people in need all over the world. - What would you KEEP to yourself","Read carefully 

 
Please imagine that you were provided with the total amount of $200.



It would be entirely up to you how much money you would keep for yourself, and how much you would give to charity organizations who are working full-time to protect people from the Coronavirus (COVID-19).

 

Your identity would remain 100% anonymous, regardless of your choice.

No one else would know how much you decided to keep and how much you decided to give.

 
If this was a real choice:

 
How much (0-100%) would you give to charity?

 

Please indicate below how much you would keep to yourself, how much you would give to a national charity in Aotearoa New Zealand, providing medical support to people in your own country, and how much you would give to an international charity, providing medical support to people in need all over the world. - What would you GIVE to the Red Cross Foundation in Aotearoa New Zealand","Read carefully 

 
Please imagine that you were provided with the total amount of $200.



It would be entirely up to you how much money you would keep for yourself, and how much you would give to charity organizations who are working full-time to protect people from the Coronavirus (COVID-19).

 

Your identity would remain 100% anonymous, regardless of your choice.

No one else would know how much you decided to keep and how much you decided to give.

 
If this was a real choice:

 
How much (0-100%) would you give to charity?

 

Please indicate below how much you would keep to yourself, how much you would give to a national charity in Aotearoa New Zealand, providing medical support to people in your own country, and how much you would give to an international charity, providing medical support to people in need all over the world. - What would you GIVE to the International Red Cross Foundation","In general, to what extent do you feel happy these days?","Please imagine a ladder, with steps numbered 0 at the bottom at 10 at the top. The top represents the best possible life for you, and the bottom represents the worst possible life for you. On which step of the ladder would you say you personally feel you stand at this time?","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Aotearoa New Zealand deserves special treatment.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Not many people seem to fully understand the importance of Aotearoa New Zealand","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I will never be satisfied until Aotearoa New Zealand gets the recognition it deserves","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I identify as a New Zealander","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Being a New Zealander is an important reflection of who I am","For each of the following statements, please select the answer that best describes whether you agree or disagree. - The coronavirus (COVID-19) is a bioweapon engineered by scientists.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - The coronavirus (COVID-19) is a conspiracy to take away citizen’s rights for good and establish an authoritarian government.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - The coronavirus (COVID-19) is a hoax invented by interest groups for financial gains.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - The coronavirus (COVID-19) was created as a cover up for the impending global economic crash","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I think that paying attention to people who disagree with me is a waste of time.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I feel no shame learning from someone who knows more than me.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - If I do not know much about some topic, I don’t mind being taught about it, even if I know about other topics.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Even when I have high status, I don’t mind learning from others who have lower status.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Only wimps admit that they’ve made mistakes.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I don’t take people seriously if they’re very different from me.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone helped a member of their family.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone worked to unite a community.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone kept their promise.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone showed courage in the face of adversity.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone deferred to those in authority.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone kept the best part for themselves.","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? - Whether or not someone kept something that didn’t belong to them.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - As a person, I am optimistic for my future.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Overall, I expect more good things to happen to me than bad.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I feel connected with others.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - When I am with other people, I feel included.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I feel accepted by others.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I have close bonds with family and friends.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I am good at resisting temptation","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I am able to work effectively toward long-term goals","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I have a hard time breaking bad habits","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I am lazy","For the following statement, please select the answer that best describes whether you agree or disagree. - I have high self-esteem","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I react annoyed if another person steals the show from me.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I deserve to be seen as a great personality.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I want my rivals to fail.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Being a very special person gives me a lot of strength.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - I manage to be the center of attention with my outstanding contributions.","For each of the following statements, please select the answer that best describes whether you agree or disagree. - Most people are somehow losers.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - It would make me feel good to be a person who has these characteristics.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - Being someone who has these characteristics is an important part of who I am.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - I often wear clothes that identify me as having these characteristics.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - I would be ashamed to be a person who had these characteristics.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - The types of things I do in my spare time (e.g., hobbies) clearly identify me as having these characteristics","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - The kinds of books and magazines that I read identify me as having these characteristics.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - Having these characteristics is not really important to me.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - The fact that I have these characteristics is communicated to others by my membership in certain organizations.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - I am actively involved in activities that communicate to others that I have these characteristics.","Listed below are some characteristics that might describe a person:  caring, compassionate, fair, friendly, generous, helpful, hardworking, honest, kind. The person with these characteristics could be you or it could be someone else.  For a moment, visualize in your mind the kind of person who has these characteristics. Imagine how that person would think, feel, and act. When you have a clear image of what this person would be like, answer the following questions. - I strongly desire to have these characteristics.","Listed below are some characteristics that might describe a person: caring, compass - By April 30, 2021: How likely do you think it is that you will get infected by the Coronavirus (Covid-19)?","Listed below are some characteristics that might describe a person: caring, compass - By April 30, 2021: How likely do you think it is that the average person in Aotearoa New Zealand will get infected by the Coronavirus (Covid-19)?","Overall, how would you describe yourself in terms of political ideology?","Please select the number that represents the extent of your moral circle. Note that, in this scale, the number you select includes all the numbers below it as well. So, for example, if you select 10 (all mammals) you are also including number 1-9 (up to""all people on all continents"") in your moral circle.","In general, how would you rate your physical health as it is today?","Please confirm that you have read this question by moving the bar all the way to the left, providing the value 0 as your answer. - Weather rating:",A postcard and a pen cost 150 cents in total. The postcard costs 100 cents more than the pen. How much does the pen cost?,"If it takes 3 nurses 3 minutes to measure the blood pressure of 3 patients, how long would it take 300 nurses to measure the blood pressure of 300 patients?","Sally is making sun tea. Every hour, the concentration of the tea doubles. If it takes 8 hours for the tea to be ready, how long would it take for the tea to reach half of the final concentration?",What is your sex? - Selected Choice,What is your sex? - Other - Text,How old are you?,What is your current marital status?,"How many children do you have? If none, please type 0.",How would you describe your current employment status? - Selected Choice,How would you describe your current employment status? - Other - Text,"Please think of this ladder as representing where people stand in Aotearoa New Zealand. 

 

At the top of this ladder are the people who are the best off – those who have the most money, the most education and the most respected jobs. At the bottom are the people who are the worst off – who have the least money, least education, and the least respected jobs or no jobs. The higher up you are on this ladder, the closer you are to the people at the very top, the lower you are, the closer you are to the people at the very bottom.

 



 

Where would you place yourself on this ladder to represent where you think you stand at this time in your life, compared to other people in Aotearoa New Zealand?",Which of the following best describes the area you live in?,"Have you tested positive for the Coronavirus (COVID-19), meaning that you (now or earlier) have had a medically confirmed case of this disease?","Has anyone you know well (friend, partner, family, colleague etc.) tested positive for the Coronavirus (COVID-19)?",Help us get rid of bots: Please write the number 213 into the comment box.,"We now have just a few final questions regarding the COVID-19 crisis. 
Please indicate your feelings toward the following questions using the scale provided (1 = not at all to 7 = totally agree) - To what extent do you think New Zealand's geographical location is responsible for its fairly successful management of  COVID-19?","We now have just a few final questions regarding the COVID-19 crisis. 
Please indicate your feelings toward the following questions using the scale provided (1 = not at all to 7 = totally agree) - To what extent do you think New Zealand's small population is responsible for its fairly successful management of COVID-19?","We now have just a few final questions regarding the COVID-19 crisis. 
Please indicate your feelings toward the following questions using the scale provided (1 = not at all to 7 = totally agree) - To what extent do you think New Zealand's governmental leadership is responsible for its fairly successful management of COVID-19?","We now have just a few final questions regarding the COVID-19 crisis. 
Please indicate your feelings toward the following questions using the scale provided (1 = not at all to 7 = totally agree) - To what extent do you think other countries would have been better off if they tried to emulate New Zealand's response to COVID-19?","We now have just a few final questions regarding the COVID-19 crisis. 
Please indicate your feelings toward the following questions using the scale provided (1 = not at all to 7 = totally agree) - Do you think other countries should use New Zealand's approach to the COVID-19 crisis as a model for future pandemics?",Have you used the New Zealand Police website to report someone's breach of the COVID-19 rules?,"As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Standing close to a person who has body odour.","As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Shaking hands with a stranger who has sweaty palms.","As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Stepping on dog poop.","As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Accidentally touching a person's bloody cut.","As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Seeing some mould on old leftovers in your refrigerator.","As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Sitting next to someone who has red sores on their arm.","As a final set of questions, please use the scale below to indicate the extent to which you find each of the following scenarios disgusting to you. - Seeing a cockroach run across the floor.","Please rate the extent to which each of the following statements generally applies to you. - Overall, I am more oriented toward achieving success than preventing failure.","Please rate the extent to which each of the following statements generally applies to you. - If I see a chance to get something I want, I move on it right away.",Please rate the extent to which each of the following statements generally applies to you. - I often imagine myself experiencing good things that I hope will happen to me.,"How strongly do you believe in God or gods (from 0-100)? To clarify, if you are certain that God (or gods) does not exist, please put “0” and if you are certain that God (or gods) does exist, then put “100.” - How strongly do you believe in God or gods?","Thank you for participating in this study.

 

Today’s study is a large international collaboration designed to better understand the psychological outcomes of the COVID-19 pandemic. These data will be used by researchers to examine a variety of important questions about psychological reaction to the ongoing pandemic. By completing this survey, you have directly contributed to a better understanding of the psychological outcomes of these unique times.

 

Thank you for your participation.

 

If you have any questions or concerns, feel free to contact:

Dr Andrew Vonasch

School of Psychology, Speech and Hearing

University of Canterbury

andrew.vonasch@canterbury.ac.nz





Information for counseling services are listed below:

Lifeline: Call 0800 543 354

Need to talk?: Call or text 1737

 

 

As you have just been fully informed into the nature of the current study, you may either re-consent for the use of your data that you have provided or you may request your data to be withdrawn from any analyses.",,rid,Create New Field or Choose From Dropdown...
"{""ImportId"":""startDate"",""timeZone"":""Pacific/Auckland""}","{""ImportId"":""endDate"",""timeZone"":""Pacific/Auckland""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Pacific/Auckland""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID907""}","{""ImportId"":""QID814_4""}","{""ImportId"":""QID814_6""}","{""ImportId"":""QID814_7""}","{""ImportId"":""QID814_8""}","{""ImportId"":""QID814_9""}","{""ImportId"":""QID827_1""}","{""ImportId"":""QID827_4""}","{""ImportId"":""QID827_5""}","{""ImportId"":""QID827_6""}","{""ImportId"":""QID827_7""}","{""ImportId"":""QID833_4""}","{""ImportId"":""QID833_5""}","{""ImportId"":""QID833_6""}","{""ImportId"":""QID833_7""}","{""ImportId"":""QID833_8""}","{""ImportId"":""QID838_1""}","{""ImportId"":""QID838_2""}","{""ImportId"":""QID838_3""}","{""ImportId"":""QID793_1""}","{""ImportId"":""QID839_1""}","{""ImportId"":""QID842_1""}","{""ImportId"":""QID842_2""}","{""ImportId"":""QID842_3""}","{""ImportId"":""QID843_1""}","{""ImportId"":""QID843_2""}","{""ImportId"":""QID844_1""}","{""ImportId"":""QID844_2""}","{""ImportId"":""QID844_4""}","{""ImportId"":""QID844_5""}","{""ImportId"":""QID845_1""}","{""ImportId"":""QID845_2""}","{""ImportId"":""QID845_4""}","{""ImportId"":""QID845_5""}","{""ImportId"":""QID845_6""}","{""ImportId"":""QID845_7""}","{""ImportId"":""QID846_1""}","{""ImportId"":""QID846_2""}","{""ImportId"":""QID846_4""}","{""ImportId"":""QID846_5""}","{""ImportId"":""QID846_6""}","{""ImportId"":""QID846_7""}","{""ImportId"":""QID846_8""}","{""ImportId"":""QID847_1""}","{""ImportId"":""QID847_2""}","{""ImportId"":""QID848_1""}","{""ImportId"":""QID848_2""}","{""ImportId"":""QID848_9""}","{""ImportId"":""QID848_10""}","{""ImportId"":""QID787_1""}","{""ImportId"":""QID787_2""}","{""ImportId"":""QID787_14""}","{""ImportId"":""QID787_15""}","{""ImportId"":""QID850_1""}","{""ImportId"":""QID789_1""}","{""ImportId"":""QID789_17""}","{""ImportId"":""QID789_18""}","{""ImportId"":""QID789_19""}","{""ImportId"":""QID789_20""}","{""ImportId"":""QID789_21""}","{""ImportId"":""QID790_1""}","{""ImportId"":""QID790_17""}","{""ImportId"":""QID790_18""}","{""ImportId"":""QID790_19""}","{""ImportId"":""QID790_20""}","{""ImportId"":""QID790_21""}","{""ImportId"":""QID790_22""}","{""ImportId"":""QID790_23""}","{""ImportId"":""QID790_24""}","{""ImportId"":""QID790_25""}","{""ImportId"":""QID791_1""}","{""ImportId"":""QID791_26""}","{""ImportId"":""QID853_1""}","{""ImportId"":""QID810""}","{""ImportId"":""QID811_1""}","{""ImportId"":""QID909_1""}","{""ImportId"":""QID796_TEXT""}","{""ImportId"":""QID798_TEXT""}","{""ImportId"":""QID799_TEXT""}","{""ImportId"":""QID592""}","{""ImportId"":""QID592_3_TEXT""}","{""ImportId"":""QID594_TEXT""}","{""ImportId"":""QID854""}","{""ImportId"":""QID855_TEXT""}","{""ImportId"":""QID856""}","{""ImportId"":""QID856_6_TEXT""}","{""ImportId"":""QID857""}","{""ImportId"":""QID903""}","{""ImportId"":""QID858""}","{""ImportId"":""QID859""}","{""ImportId"":""QID860_TEXT""}","{""ImportId"":""QID914_7""}","{""ImportId"":""QID914_2""}","{""ImportId"":""QID914_4""}","{""ImportId"":""QID914_8""}","{""ImportId"":""QID914_9""}","{""ImportId"":""QID918""}","{""ImportId"":""QID916_1""}","{""ImportId"":""QID916_2""}","{""ImportId"":""QID916_3""}","{""ImportId"":""QID916_4""}","{""ImportId"":""QID916_5""}","{""ImportId"":""QID916_6""}","{""ImportId"":""QID916_7""}","{""ImportId"":""QID899_1""}","{""ImportId"":""QID899_2""}","{""ImportId"":""QID899_3""}","{""ImportId"":""QID917_1""}","{""ImportId"":""QID908""}",,"{""ImportId"":""rid""}","{""ImportId"":""Create New Field or Choose From Dropdown...""}"
26/04/2020 16:29,26/04/2020 16:36,100,415,1,26/04/2020 16:36,R_3sypmH3q6z1Ll8q,,EN,4,9,9,8,8,8,9,9,9,10,9,9,10,10,10,9,90,5,5,10,10,10,10,10,9,8,10,10,10,10,10,8,10,9,10,10,10,9,9,9,8,8,8,10,10,9,10,10,10,10,10,10,2,10,9,8,9,9,9,9,8,8,8,8,7,8,8,6,8,7,80,90,9,1,10,10,50cents,3 minutes,4 hours,1,,32,2,1,1,,4,2,2,2,213,5,6,5,5,5,1,4,4,4,4,3,4,4,3,3,2,89,4,,5ea50dfa-dc04-8f56-24bd-41fb30f9f9ad,
26/04/2020 16:46,26/04/2020 16:57,100,643,1,26/04/2020 16:57,R_VWgF6nEZFFQPko9,,EN,4,10,1,5,4,0,7,5,5,3,9,10,10,10,10,10,80,10,10,8,9,5,7,7,10,10,0,0,0,0,6,10,9,10,0,1,10,10,9,10,4,8,10,8,8,7,8,9,10,8,8,6,3,7,9,2,2,7,5,0,10,10,6,0,7,6,2,7,8,10,10,20,5,9,7,10,50,300,4,1,,40,3,2,1,,4,1,1,1,213,7,7,6,6,6,2,5,6,7,5,5,5,7,3,3,4,100,4,,5ea51214-cf2e-f099-8c04-3ee2aaae86be,
26/04/2020 17:19,26/04/2020 17:28,100,550,1,26/04/2020 17:28,R_2EBuRk5Zf1SlFet,,EN,4,0,10,2,8,10,10,10,10,10,10,10,0,0,10,0,50,30,20,10,9,1,9,1,10,1,10,1,10,0,10,2,7,1,8,1,9,2,10,2,8,0,10,0,9,10,2,10,0,1,9,1,10,0,10,1,10,10,0,10,10,0,10,1,10,1,9,2,9,1,0,20,8,5,9,10,50,300,5,1,,21,1,0,1,,1,1,1,1,213,5,4,7,3,7,1,1,2,3,4,5,6,7,4,3,2,100,4,,5ea519a1-deb7-c8bf-b9a1-cb6edfd05445,
26/04/2020 18:37,26/04/2020 18:57,100,1146,1,26/04/2020 18:57,R_3ERSoSsRiXXSUxA,,EN,4,10,0,10,10,10,10,10,10,10,10,10,8,10,10,10,20,40,40,8,10,6,0,0,10,9,2,0,0,0,6,10,10,10,0,1,10,10,10,10,0,8,1,10,10,10,10,10,10,1,10,4,0,8,10,10,0,10,6,1,10,10,1,0,7,6,1,10,10,10,20,20,2,9,8,10,50,3,4,1,,30,3,2,1,,6,1,1,1,213,1,7,7,7,7,2,4,7,4,5,7,5,1,5,5,5,100,4,,5ea52beb-28d6-e7f5-64b8-b4502d7a2e43,
26/04/2020 19:24,26/04/2020 20:20,100,3337,1,26/04/2020 20:20,R_2rHZW1G6a2oH6lJ,,EN,4,7,4,8,7,9,10,9,8,9,8,4,3,3,3,8,100,0,0,8,8,8,7,7,7,7,9,7,8,8,3,3,7,7,8,3,8,6,4,7,6,6,3,7,4,3,3,3,6,3,6,6,3,7,6,9,7,6,7,7,7,7,7,6,7,7,7,7,7,6,30,20,7,1,6,10,95,3000,4,0,,27,1,1,2,,6,1,1,1,213,3,7,6,5,5,2,7,7,7,6,7,7,7,4,5,5,,4,,5ea53721-c648-80ff-5350-e9a131a4a6fe,
26/04/2020 21:15,26/04/2020 21:22,100,422,1,26/04/2020 21:22,R_3nvzOq4y96hf4pi,,EN,4,10,9,8,9,9,10,9,9,10,10,10,9,9,9,10,50,30,20,10,10,10,9,10,10,9,9,9,10,10,9,9,9,10,10,10,10,8,9,9,9,10,9,10,8,9,9,10,10,10,10,10,10,9,9,9,10,10,10,9,10,9,10,9,10,10,9,10,10,9,100,80,10,16,10,10,50 cent,3004,4,0,,29,3,2,1,,1,2,1,1,213,7,6,6,5,7,2,3,7,7,7,5,7,7,5,5,5,100,4,,5ea550f6-2658-1865-6ac7-cac9cdf0b06f,
27/04/2020 0:47,27/04/2020 1:04,100,1014,1,27/04/2020 1:04,R_1ltJqHrUwuujBy8,,EN,4,10,0,10,10,10,10,10,10,7,9,10,10,10,10,10,50,20,30,10,10,10,10,8,10,10,10,4,8,10,0,10,10,10,8,10,9,10,10,2,2,0,0,10,10,7,10,10,10,10,9,1,1,6,8,9,8,8,8,0,10,10,7,7,10,8,10,9,10,7,0,100,10,9,10,10,50,900,16,0,,22,3,1,1,,3,1,1,1,213,6,6,7,7,7,2,5,6,7,7,7,4,2,5,5,5,100,4,,5ea5827c-c9a8-6deb-8840-c7337712df22,
27/04/2020 1:14,27/04/2020 1:25,100,654,1,27/04/2020 1:25,R_3paqMSfiQYu9246,,EN,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,100,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,100,100,10,6,10,10,150,300,16,1,,19,1,0,4,,6,2,1,1,213,7,7,7,7,7,2,7,7,7,7,1,1,7,1,1,1,100,4,,5ea588f0-bf33-8d40-237d-7f4548fe0a14,
